2843 29 00;22199-08-2;[4-amino-N-(pyrimidin-2(1H)-ylidene-κN 1)benzenesulfonamidato-κO]silver
2933 99 80;631916-97-7;(2S)-N-{4-[(Z)-amino(methoxyimino)methyl]benzyl}-1-{(2R)-2-[3-chloro-5-(difluoromethoxy)phenyl]-2-hydroxyethanoyl}azetidine-2-carboxamide-benzenesulphonic acid (1:1)
2933 99 80;649735-46-6;(2R)-1-({4-[(4-fluoro-2-methyl-1H-indol-5-yl)oxy]-5-methylpyrrolo[2,1-f][1,2,4]triazin-6-yl}oxy)propan-2-ol
2933 99 80;709031-38-9;tert-butyl (2S)-2-carbamoyl-2,3-dihydro-1H-pyrrole-1-carboxylate
2933 99 80;709031-43-6;tert-butyl [(1S)-2-[(1S,3S,5S)-3-cyano-2-azabicyclo[3.1.0]hex-2-yl]-1-(3-hydroxytricyclo[3.3.1.1(3,7)]dec-1-yl)-2-oxoethyl]carbamate
2933 99 80;709031-45-8;(1S,3S,5S)-2-azabicyclo[3.1.0]hexane-3-carboxamide methanesulfonate
2933 99 80;796967-16-3;1-[4-(3-amino-1H-indazol-4-yl)phenyl]-3-(2-fluoro-5-methylphenyl)urea
2933 99 80;872206-47-8;5-methyl-4-oxo-1,4-dihydropyrrolo[2,1-f][1,2,4]triazin-6-yl 2,2-dimethylpropanoate
2933 99 80;912444-00-9;2-[(2R)-2-methylpyrrolidin-2-yl]-1H-benzimidazole-4-carboxamide
2933 99 80;912445-36-4;2-[(2S)-2-methylpyrrolidin-2-yl]-1H-benzimidazole-4-carboxamide dihydrochloride
2933 99 80;942436-93-3;4-amino-8-(2,5-dimethoxyphenyl)-N-propylcinnoline-3-carboxamide
2933 99 80;942437-37-8;4-amino-8-(2-fluoro-6-methoxyphenyl)-N-propylcinnoline-3-carboxamide
2933 99 80;948846-40-0;(2S,3S)-2,3-bis[(phenylcarbonyl)oxy]butanedioic acid-ethyl (3aR,6aR)-hexahydropyrrolo[3,4-b]pyrrole-5(1H)-carboxylate (1:1)
2933 99 80;952490-01-6;4-[(4-fluoro-2-methyl-1H-indol-5-yl)oxy]-5-methylpyrrolo[2,1-f][1,2,4]triazin-6-yl 2,2-dimethylpropanoate
2933 99 80;1000164-36-2;(5S,8S,11S,14S,17S,20S,23S,26S,29S,32S,35S,38S)-5-(3-amino-3-oxopropyl)-20-benzyl-23-[(2S)-butan-2-yl]-14,38-bis{4-[(tert-butoxycarbonyl)amino]butyl}-29-{[1-(tert-butoxycarbonyl)-1H-indol-3-yl]methyl}-17-(3-tert-butoxy-3-oxopropyl)-1-(1H-fluoren-9-yl)-8,11,26,41,41-pentamethyl-32-(2-methylpropyl)-3,6,9,12,15,18,21,24,27,30,33,36,39-tridecaoxo-35-(propan-2-yl)-2-oxa-4,7,10,13,16,19,22,25,28,31,34,37,40-tridecaazadotetracontan-42-oic acid
2933 99 80;1137606-74-6;6-fluoro-3-oxo-3,4-dihydropyrazine-2-carbonitrile-N-cyclohexylcyclohexanamine (1:1)
2934 10 00;556-90-1;2-imino-1,3-thiazol-4-one
2934 10 00;2295-31-0;thiazolidine-2,4-dione
2934 10 00;29676-71-9;(2-amino-1,3-thiazol-4-yl)acetic acid
2934 10 00;34272-64-5;(4-methyl-2-sulfanyl-1,3-thiazol-5-yl)acetic acid
2934 10 00;38585-74-9;thiazol-5-ylmethanol
2934 10 00;64485-82-1;ethyl 2-(2-amino-1,3-thiazol-4-yl)-2-hydroxyiminoacetate
2934 10 00;64485-88-7;ethyl (Z)-2-(2-aminothiazol-4-yl)-2-(methoxyimino)acetate
2934 10 00;64486-18-6;(Z)-2-[2-(chloroacetamido)thiazol-4-yl]-2-(methoxyimino)acetic acid
2934 10 00;64987-03-7;ethyl (2-formamido-1,3-thiazol-4-yl)glyoxylate
2934 10 00;64987-06-0;(2-formamido-1,3-thiazol-4-yl)glyoxylic acid
2934 10 00;65872-41-5;(Z)-2-(2-aminothiazol-4-yl)-2-methoxyiminoacetic acid
2934 10 00;65872-43-7;2-(2-formamido-1,3-thiazol-4-yl)-2-methoxyiminoacetic acid
2934 10 00;66215-71-2;(Z)-2-methoxyimino-2-[2-(tritylamino)thiazol-4-yl]acetic acid
2934 10 00;66339-00-2;ethyl 2-(hydroxyimino)-2-[2-(tritylamino)thiazol-4-yl]acetate hydrochloride
2934 10 00;68672-66-2;(2Z)-{[(1-tert-butoxy-2-methyl-1-oxopropan-2-yl)oxy]imino}[2-(tritylamino)-1,3-thiazol-4-yl]ethanoic acid
2934 10 00;76823-93-3;1-{4-[(2-cyanoethyl)thiomethyl]thiazol-2-yl}guanidine
2934 10 00;88023-65-8;potassium 3-[(2-formamido-1,3-thiazol-4-yl)oxoacetamido]-2-methyl-4-oxoazetidine-1-sulfonate
2934 10 00;88046-01-9;2-guanidinothiazol-4-ylmethyl carbamimidothioate dihydrochloride
2934 10 00;105889-80-3;pivaloyloxymethyl 7-{(Z)-2-[2-(tert-butoxycarbonylamino)thiazol-4-yl]pent-2-enamido}-3-(carbamoyloxymethyl)-3-cephem-4-carboxylate
2934 10 00;110130-88-6;(2Z)-[(acetyloxy)imino](2-amino-1,3-thiazol-4-yl)ethanoic acid
2934 10 00;115065-79-7;(2E)-2-(2-{[(benzyloxy)carbonyl]amino}-1,3-thiazol-4-yl)-5-[(3-methylbut-2-en-1-yl)oxy]-5-oxopent-2-enoic acid
2934 10 00;119154-86-8;(Z)-2-(2-amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl chloride hydrochloride
2934 10 00;127660-04-2;sodium (2Z)-(2-amino-1,3-thiazol-4-yl)(hydroxyimino)ethanoate
2934 10 00;136401-69-9;(Z)-5-{4-[2-(5-ethylpyridin-2-yl)ethoxy]benzylidene}-1,3-thiazolidine-2,4-dione
2934 10 00;139340-56-0;{5-[(Z)-3,5-di(tert-butyl)-4-hydroxybenzylidene]-4-oxo-4,5-dihydrothiazol-2-yl}ammonium methanesulfonate
2934 10 00;154212-59-6;4-nitrophenyl thiazol-5-ylmethyl carbonate hydrochloride
2934 10 00;154212-61-0;N-[2-isopropylthiazol-4-ylmethyl(methyl)carbamoyl]-L-valine
2934 10 00;161798-03-4;ethyl 2-(3-formyl-4-isobutoxyphenyl)-4-methylthiazole-5-carboxylate
2934 10 00;162208-27-7;O-[2-(2-amino-1,3-thiazol-4-yl)-2-((Z)-methoxyimino)acetyl] O,O-diethyl phosphorothioate
2934 10 00;162208-28-8;O-(2-(2-aminothiazol-4-yl)-2-{[1-(tert-butoxycarbonyl)-1-methylethoxy]imino}acetyl) O′,O″-diethyl phosphorothioate
2934 10 00;171485-87-3;2-[4-(2-amino-4-oxo-4,5-dihydrothiazol-5-ylmethyl)phenoxymethyl]-2,5,7,8-tetramethylchroman-6-yl acetate
2934 10 00;174761-17-2;benzhydryl 7-{(Z)-2-[2-(tert-butoxycarbonylamino)thiazol-4-yl]-4-(3-methylbut-2-enyloxycarbonyl)but-2-enamido}-3-cephem-4-carboxylate
2934 10 00;179258-52-7;tert-butyl (7Z)-7-(2-amino-1,3-thiazol-5-yl)-4-ethoxy-10,10-dimethyl-6-oxo-3,5,9-trioxa-8-aza-4-phosphaundec-7-en-11-oate 4-oxide
2934 10 00;180144-61-0;3-{[4-(4-amidinophenyl)thiazol-2-yl][1-(carboxymethyl)-4-piperidyl]amino}propionic acid
2934 10 00;186538-00-1;3-[(2S,3S)-2-hydroxy-3-(3-hydroxy-2-methylbenzamido)-4-phenylbutanoyl]-5,5-dimethyl-N-(2-methylbenzyl)-1,3-thiazolidine-4-carboxamide
2934 10 00;189448-35-9;(7R)-7-[(2E)-2-(2-amino-5-chloro-1,3-thiazol-4-yl)-2-(hydroxyimino)acetamido]-3-[(3-{[(2-aminoethyl)sulfanyl]methyl}pyridin-4-yl)sulfanyl]-3,4-didehydrocepham-4-carboxylic acid
2934 10 00;190841-79-3;ethyl 3-({4-[4-(N-ethoxycarbonylamidino)phenyl]thiazol-2-yl}[1-(ethoxycarbonylmethyl)-4-piperidyl]amino)propionate
2934 10 00;213252-19-8;5-[(2,4-dioxo-1,3-thiazolidin-5-yl)methyl]-2-methoxy-N-[4-(trifluoromethyl)benzyl]benzamide
2934 10 00;221671-63-2;potassium (2-{N-[4-(4-chloro-2,5-dimethoxyphenyl)-5-(2-cyclohexylethyl)-1,3-thiazol-2-yl]carbamoyl}-5,7-dimethylindolin-1-yl)acetate
2934 10 00;224631-15-6;2,5-dioxopyrrolidin-1-yl N-{N-[(2-isopropyl-1,3-thiazol-4-yl)methyl]-N-methylcarbamoyl}-L-valinate
2934 10 00;291536-35-1;(5Z)-5-(4-fluorobenzylidene)-1,3-thiazolidine-2,4-dione
2934 10 00;302964-08-5;N-(2-chloro-6-methylphenyl)-2-[(6-chloro-2-methylpyrimidin-4-yl)amino]-1,3-thiazole-5-carboxamide
2934 10 00;302964-24-5;2-amino-N-(2-chloro-6-methylphenyl)-1,3-thiazole-5-carboxamide
2934 10 00;478410-84-3;(4R)-N-allyl-3-[(2S,3S)-2-hydroxy-3-(3-hydroxy-2-methylbenzamido)-4-phenylbutanoyl]-5,5-dimethylthiazolidine-4-carboxamide
2934 10 00;752253-39-7;4-(2-chloro-4-methoxy-5-methylphenyl)-N-[(1S)-2-cyclopropyl-1-(3-fluoro-4-methylphenyl)ethyl]-5-methyl-N-(prop-2-yn-1-yl)-1,3-thiazol-2-amine
2934 10 00;866920-24-3;3-[2-chloro-4-({4-methyl-2-[4-(trifluoromethyl)phenyl]-1,3-thiazol-5-yl}methoxy)phenyl]-1,2,4-oxadiazol-5(4H)-one
2934 10 00;914361-45-8;L-lysine – {[(2R,3R)-3-[4-(4-cyanophenyl)-1,3-thiazol-2-yl]-2-(2,4-difluorophenyl)-1-(1H-1,2,4-triazol-1-yl)butan-2-yl]oxy}methyl dihydrogen phosphate-ethanol (1:1:1)
2934 20 80;80756-85-0;S-(benzothiazol-2-yl) (Z)-2-(2-aminothiazol-4-yl)-2-methoxyiminothioacetate
2934 20 80;87691-88-1;1-(1,2-benzisothiazol-3-yl)piperazine hydrochloride
2934 20 80;89604-92-2;tert-butyl 2-{[1-(2-aminothiazol-4-yl)-2-(benzisothiazol-2-ylthio)-2-oxoethylidene]aminooxy}-2-methylpropionate
2934 20 80;177785-47-6;(2S,3S)-3-methyl-2-(3-oxo-2,3-dihydro-1,2-benzisothiazol-2-yl)valeric acid
2934 30 90;92-39-7;2-chlorophenothiazine
2934 30 90;6631-94-3;2-acetylphenothiazine
2934 30 90;32338-15-1;phenothiazin-2-ylamine
2934 99 60;957-68-6;7-aminocephalosporanic acid
2934 99 90;0-00-0;(1R,2S,3S,6R)-[(S)-1-phenylethyl]-3,6-epoxytetrahydrophthalimide
2934 99 90;0-00-0;(4S,5S)-5-benzyl-2-oxo-1,3-oxazolidin-4-ylmethyl 4-nitrobenzenesulfonate
2934 99 90;00-00-0;1-(1-{4-[2-(4-fluorophenyl)-1,3-dioxolan-2-yl]butyl}-1,2,3,6-tetrahydropyridin-4-yl)-1,3-dihydro-2H-benzimidazol-2-one
2934 99 90;50-89-5;thymidine
2934 99 90;58-61-7;adenosine
2934 99 90;63-37-6;cytidine 5′-(dihydrogen phosphate)
2934 99 90;98-03-3;thiophene-2-carbaldehyde
2934 99 90;551-16-6;6-aminopenicillanic acid
2934 99 90;940-69-2;DL-5-(1,2-dithiolan-3-yl)valeramide
2934 99 90;1463-10-1;5-methyluridine
2934 99 90;3083-77-0;1-(beta-D-arabinofuranosyl)pyrimidine-2,4(1H,3H)-dione
2934 99 90;3158-91-6;2-chlorodibenzo[b,f][1,4]oxazepin-11(10H)-one
2934 99 90;4097-22-7;2′,3′-dideoxyadenosine
2934 99 90;4295-65-2;2-chloro-9-(3-dimethylaminopropyl)-9H-thioxanthen-9-ol
2934 99 90;4462-55-9;3-(2,6-dichlorophenyl)-5-methylisoxazole-4-carbonyl chloride
2934 99 90;4691-65-0;inosine 5′-disodium phosphate
2934 99 90;4923-87-9;5-bromo-1-benzothiophene
2934 99 90;5271-67-0;thiophene-2-carbonyl chloride
2934 99 90;6504-57-0;4-[3-hydroxy-3-phenyl-3-(thiophen-2-yl)propyl]-4-methylmorpholin-4-ium methyl sulfate
2934 99 90;7481-90-5;1-(3,5-anhydro-2-deoxy-β-D-threo-pentofuranosyl)-5-methylpyrimidine-2,4(1H,3H)-dione
2934 99 90;13062-59-4;4-morpholin-2-ylpyrocatechol hydrochloride
2934 99 90;13636-02-7;(RS)-3-(dimethylamino)-1-(2-thienyl)propan-1-ol
2934 99 90;14282-76-9;2-bromo-3-methylthiophene
2934 99 90;16883-16-2;5-methyl-3-phenylisoxazole-4-carbonyl chloride
2934 99 90;17381-54-3;(1-benzothiophen-5-yl)acetic acid
2934 99 90;18686-82-3;1,3,4-thiadiazole-2-thiol
2934 99 90;20893-30-5;2-thienylacetonitrile
2934 99 90;21080-92-2;3-thienylmalonic acid
2934 99 90;22252-43-3;7-amino-3-methyl-3-cephem-4-carboxylic acid
2934 99 90;22720-75-8;2-acetylbenzo[b]thiophene
2934 99 90;24209-38-9;7-amino-3-(1-methyltetrazol-5-ylthiomethyl)-3-cephem-4-carboxylic acid
2934 99 90;24209-43-6;(7R)-7-amino-3-[2-(1,3,4-thiadiazol-2-ylsulfanyl)ethyl]-3,4-didehydrocepham-4-carboxylic acid
2934 99 90;24683-26-9;ethyl 4-hydroxy-2-methyl-2H-1,2-benzothiazine-3-carboxylate 1,1-dioxide
2934 99 90;24701-69-7;7-amino-3-methoxymethyl-3-cephem-4-carboxylic acid
2934 99 90;25229-97-4;2-cyano-3-morpholinoacrylamide
2934 99 90;25629-50-9;3-(2-chlorophenyl)-5-methylisoxazole-4-carbonyl chloride
2934 99 90;25954-21-6;5-methyluridine hemihydrate
2934 99 90;26638-53-9;3-chloro-6-methyldibenzo[c,f][1,2]thiazepin-11(6H)-one 5,5-dioxide
2934 99 90;27255-72-7;3-methyl-7-(phenylacetamido)-3-cephem-4-carboxylic acid
2934 99 90;28092-62-8;(3aS,6aR)-1,3-dibenzyl-2,3,3a,4,6,6a-hexahydro-1H-furo[3,4-d]imidazole-2,4-dione
2934 99 90;28657-79-6;1-ethyl-1,4-dihydro-4-oxo-1,3-dioxolo[4,5-g]cinnoline-3-carbonitrile
2934 99 90;28783-41-7;4,5,6,7-tetrahydrothieno[3,2-c]pyridine hydrochloride
2934 99 90;29490-19-5;5-methyl-1,3,4-thiadiazole-2-thiol
2934 99 90;29706-84-1;3′-azido-3′-deoxy-5′-O-tritylthymidine
2934 99 90;29707-62-8;4-nitrobenzyl 6-(2-phenoxyacetamido)penicillanate 1-oxide
2934 99 90;30165-96-9;4-(4-chloro-1,2,5-thiadiazol-3-yl)morpholine
2934 99 90;30246-33-4;7-amino-3-[(5-methyl-1,3,4-thiadiazol-2-yl)thiomethyl]-3-cephem-4-carboxylic acid
2934 99 90;32231-06-4;1-piperonylpiperazine
2934 99 90;36923-17-8;(7R)-7-amino-3,4-didehydrocepham-4-carboxylic acid
2934 99 90;37539-03-0;(7R)-7-amino-3-[(1H-1,2,3-triazol-4-ylsulfanyl)methyl]-3,4-didehydrocepham-4-carboxylic acid
2934 99 90;38313-48-3;3′,5′-anhydrothymidine
2934 99 90;39098-97-0;2-thienylacetyl chloride
2934 99 90;39754-02-4;7-[(R)-amino(phenyl)acetamido]-3-methyl-3-cephem-4-carboxylic acid-dimethylformamide (2:1)
2934 99 90;39925-10-5;methyl 1-(2,3,5-tri-O-acetyl-beta-D-ribofuranosyl)-1H-1,2,4-triazole-3-carboxylate
2934 99 90;40172-95-0;1-(2-furoyl)piperazine
2934 99 90;42399-49-5;(2S,3S)-3-hydroxy-2-(4-methoxyphenyl)-2,3-dihydro-1,5-benzothiazepin-4(5H)-one
2934 99 90;51762-51-7;benzhydryl 3-hydroxy-7-(phenylacetamido)cepham-4-carboxylate
2934 99 90;51818-85-0;7-[(D)-mandelamido]cephalosporanic acid
2934 99 90;53994-69-7;(7R)-7-amino-3-chloro-3,4-didehydrocepham-4-carboxylic acid
2934 99 90;53994-83-5;4-nitrobenzyl 7-amino-3-chloro-3-cephem-4-carboxylate
2934 99 90;55612-11-8;5′-O-tritylthymidine
2934 99 90;59337-92-7;methyl 3-(chlorosulfonyl)thiophene-2-carboxylate
2934 99 90;59804-25-0;methyl 4-hydroxy-2-methyl-2H-thieno[2,3-e][1,2]thiazine-3-carboxylate 1,1-dioxide
2934 99 90;61807-78-1;7-(bromoacetamido)-7-methoxy-3-{[(1-methyl-1H-tetrazol-5-yl)sulfanyl]methyl}-3,4-didehydrocepham-4-carboxylic acid
2934 99 90;63074-07-7;1-(tetrahydro-2-furoyl)piperazine
2934 99 90;63427-57-6;4-nitrobenzyl 3-methylene-7-(phenoxyacetamido)cepham-4-carboxylate 5-oxide
2934 99 90;63457-21-6;diphenylmethyl 2-(3-benzyl-7-oxo-4-thia-2,6-diazabicyclo[3.2.0]hept-2-en-6-yl)-3-methylbut-3-enoate
2934 99 90;63675-74-1;6-methoxy-2-(4-methoxyphenyl)benzo[b]thiophene
2934 99 90;63877-96-3;2-(4-fluorobenzyl)thiophene
2934 99 90;67914-85-6;cis-2-(2,4-dichlorophenyl)-2-(1H-1,2,4-triazol-1-ylmethyl)-1,3-dioxolan-4-ylmethanol
2934 99 90;67978-05-6;diphenylmethyl (2R)-3-methyl-2-[(1R,5S)-3-(4-methylphenyl)-7-oxo-4-oxa-2,6-diazabicyclo[3.2.0]hept-2-en-6-yl]but-3-enoate
2934 99 90;68350-02-7;(7R)-7-amino-3-{[(1-methyl-1H-tetrazol-5-yl)sulfanyl]methyl}-3,4-didehydrocepham-4-carboxylic acid hydrochloride
2934 99 90;69399-79-7;3-(2-chloro-6-fluorophenyl)-5-methylisoxazole-4-carbonyl chloride
2934 99 90;70035-75-5;diphenylmethyl (7S)-7-(bromoacetamido)-7-methoxy-3-{[(1-methyl-1H-tetrazol-5-yl)sulfanyl]methyl}-3,4-didehydrocepham-4-carboxylate
2934 99 90;70918-74-0;1-(2,3-dihydro-1,4-benzodioxin-2-ylcarbonyl)piperazine hydrochloride
2934 99 90;71420-85-4;7-amino-3-[1-(sulfomethyl)-1H-tetrazol-5-ylthiomethyl]-3-cephem-4-carboxylic acid, sodium salt
2934 99 90;75776-79-3;1,4-dithia-7-azaspiro[4.4]nonane-8-carboxylic acid hydrobromide
2934 99 90;76247-39-7;iodomethyl penicillanate 1,1-dioxide
2934 99 90;76646-91-8;(3S)-6,6-dibromo-2,2-dimethylpenam-3-carboxylic acid 1,1-dioxide
2934 99 90;76801-85-9;(2R,3S,4R,5R,8R,10R,11R,12S,13S,14R)-13-[(2,6-dideoxy-3-C-methyl-3-O-methyl-α-L-ribo-hexopyranosyl)oxy]-2-ethyl-3,4,10-trihydroxy-3,5,8,10,12,14-hexamethyl-11-{[3,4,6-trideoxy-3-(dimethylamino)-β-D-xylo-hexopyranosyl]oxy}-1-oxa-6-azacyclopentadecan-15-one
2934 99 90;77887-68-4;benzhydryl 6-(4-methylbenzamido)penicillanate 4-oxide
2934 99 90;78850-37-0;methyl (3aR,4R,7aR)-2-methyl-4-[(1S,2R)-1,2,3-triacetoxypropyl]-3a,7a-dihydro-4H-pyrano[3,4-d]oxazole-6-carboxylate
2934 99 90;79349-82-9;trans-(7R)-7-amino-3-vinyl-3,4-didehydrocepham-4-carboxylic acid
2934 99 90;80370-59-8;7-amino-3-(2-furoylthiomethyl)-3-cephem-4-carboxylic acid
2934 99 90;84682-23-5;2-(2,4-dichlorophenyl)-2-(1H-imidazol-1-ylmethyl)-1,3-dioxolan-4-ylmethanol
2934 99 90;84793-24-8;ethyl (S)-2-[(S)-4-methyl-2,5-dioxo-1,3-oxazolidin-3-yl]-4-phenylbutyrate
2934 99 90;84915-43-5;(3S)-2,2-dimethyl-1,4-thiazinane-3-carboxylic acid
2934 99 90;85006-31-1;methyl 3-amino-4-methylthiophene-2-carboxylate
2934 99 90;86639-52-3;(4S)-4,11-diethyl-4,9-dihydroxy-1H,12H-pyrano[3′,4′:6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione
2934 99 90;87932-78-3;3-acetoxymethyl-7-[(R)-2-formyloxy-2-phenylacetamido]-3-cephem-4-carboxylic acid
2934 99 90;92096-37-2;diphenylmethyl (7R)-3-(mesyloxy)-7-(phenylacetamido)-3,4-didehydrocepham-4-carboxylate
2934 99 90;93183-15-4;2′-deoxy-5′-O-(4,4′-dimethoxytrityl)-N 2-isobutyrylguanosine 3′-(2-cyanoethyl diisopropylphosphoramidite)
2934 99 90;94732-98-6;1-(1-{3-[2-(4-fluorophenyl)-1,3-dioxolan-2-yl]propyl}-4-piperidyl)-2,3-dihydro-1H-benzimidazole-2-thione
2934 99 90;96219-87-3;(3-aminopyrazol-4-yl)(2-thienyl)methanone
2934 99 90;96803-30-4;2-(1-benzothiophen-5-yl)ethanol
2934 99 90;98796-51-1;2′-deoxy-5′-O-(4,4′-dimethoxytrityl)thymidine 3′-(2-cyanoethyl diisopropylphosphoramidite)
2934 99 90;98796-53-3;N 6-benzoyl-2′-deoxy-5′-O-(4,4′-dimethoxytrityl)adenosine 3′-(2-cyanoethyl diisopropylphosphoramidite)
2934 99 90;100988-63-4;1-[((7R)-7-amino-4-carboxy-3,4-didehydrocepham-3-yl)methyl]pyridinium iodide
2934 99 90;102212-98-6;N 4-benzoyl-2′-deoxy-5′-O-(4,4′-dimethoxytrityl)cytidine 3′-(2-cyanoethyl diisopropylphosphoramidite)
2934 99 90;103788-59-6;4-[2-(5-methyl-2-phenyl-1,3-oxazol-4-yl)ethoxy]benzaldehyde
2934 99 90;103788-65-4;2-(5-methyl-2-phenyl-1,3-oxazol-4-yl)ethan-1-ol
2934 99 90;104146-10-3;4-methoxybenzyl 3-chloromethyl-7-(2-phenylacetamido)-3-cephem-4-carboxylate
2934 99 90;104218-44-2;3′-O-mesyl-5′-O-tritylthymidine
2934 99 90;104795-66-6;3-isopropoxy-5-methoxy-N-(1H-tetrazol-5-yl)benzo[b]thiophene-2-carboxamide
2934 99 90;104795-67-7;3-isopropoxy-5-methoxy-N-(1H-tetrazol-5-yl)benzo[b]thiophene-2-carboxamide-1H-imidazole (1:1)
2934 99 90;104795-68-8;3-isopropoxy-5-methoxy-N-(1H-tetrazol-5-yl)benzo[b]thiophene-2-carboxamide, sodium salt
2934 99 90;106447-44-3;7-amino-3-[(Z)-prop-1-enyl]-3-cephem-4-carboxylic acid
2934 99 90;108895-45-0;3′-azido-2′,3′-dideoxy-5-methylcytidine hydrochloride
2934 99 90;110314-42-6;5-[(benzofuran-2-ylcarbonyl)amino]indole-2-carboxylic acid
2934 99 90;110351-94-5;(S)-4-ethyl-4-hydroxy-7,8-dihydro-1H-pyrano[3,4-f]indolizine-3,6,10(4H)-trione
2934 99 90;110483-43-7;2′-bromo-2′-deoxy-5-methyluridine 3′,5′-diacetate
2934 99 90;112913-94-7;N-{[4-(4-fluorobenzyl)morpholin-2-yl]methyl}acetamide
2934 99 90;113891-01-3;diphenylmethyl (2S,5R)-6,6-dibromo-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate 4-oxide
2934 99 90;114341-88-7;3-(2-bromopropanoyl)-4,4-dimethyl-1,3-oxazolidin-2-one
2934 99 90;115787-67-2;2-(2-amino-5-nitro-6-oxo-1,6-dihydropyrimidin-4-yl)-3-(3-thienyl)propiononitrile
2934 99 90;116539-55-0;(1S)-3-(methylamino)-1-(2-thienyl)propan-1-ol
2934 99 90;116833-10-4;(Z)-2-(5-amino-1,2,4-thiadiazol-3-yl)-2-[(fluoromethoxy)imino]acetic acid
2934 99 90;117829-20-6;2-amino-7-thenyl-1,7-dihydro-4H-pyrrolo[2,3-d]pyrimidin-4-one hydrochloride
2934 99 90;119221-49-7;5-[(2-aminoethyl)amino]-2-(2-diethylaminoethyl)-2H-[1]benzothiopyrano[4,3,2-cd]indazol-8-ol
2934 99 90;120788-03-6;S-[(1R,3S)-1-oxidotetrahydrothiophen-3-yl] ethanethioate
2934 99 90;122567-97-9;5′-benzoyl-2′,3′-didehydro-3′-deoxythymidine
2934 99 90;124492-04-2;(S)-1,4-dithia-7-azaspiro[4.4]nonane-8-carboxylic acid
2934 99 90;125995-03-1;(4R,6R)-6-{2-[2-(4-fluorophenyl)-5-isopropyl-3-phenyl-4-(phenylcarbamoyl)pyrrol-1-yl]ethyl}-4-hydroxytetrahydro-2H-pyran-2-one
2934 99 90;126429-09-2;2-(dichloromethyl)-4,5-dihydro-5-(4-mesylphenyl)oxazol-4-ylmethanol
2934 99 90;126813-11-4;(4R,5R)-2-(dichloromethyl)-4,5-dihydro-5-(4-mesylphenyl)oxazol-4-ylmethanol
2934 99 90;127000-90-2;1-{[(2R,3S)-2-(2,4-difluorophenyl)-3-methyloxiran-2-yl]methyl}-1H-1,2,4-triazole
2934 99 90;127111-98-2;diphenylmethyl (7R)-7-amino-3-(mesyloxy)-3,4-didehydrocepham-4-carboxylate hydrochloride
2934 99 90;130209-90-4;methyl 2-(2-chlorophenyl)-2-(4,5,6,7-tetrahydrothieno[3,2-c]pyridin-5-yl)acetate hydrochloride
2934 99 90;130800-76-9;5-(3-chloropropyl)-3-methylisoxazole
2934 99 90;131986-28-2;3-(4-chloro-1,2,5-thiadiazol-3-yl)pyridine
2934 99 90;131988-19-7;3-(4-hexyloxy-1,2,5-thiadiazol-3-yl)-1-methylpyridinium iodide
2934 99 90;132335-44-5;(S)-3-(dimethylamino)-1-(thiophen-2-yl)propan-1-ol
2934 99 90;132335-46-7;(3S)-N,N-dimethyl-3-(naphthalen-1-yloxy)-3-(thiophen-2-yl)propan-1-amine
2934 99 90;133413-70-4;(3S,6R,9S,12R,15S,18R,21S,24R)-6,18-dibenzyl-4,10,12,16,22,24-hexamethyl-3,9,15,21-tetrakis(2-methylpropyl)-1,7,13,19-tetraoxa-4,10,16,22-tetraazacyclotetracosane-2,5,8,11,14,17,20,23-octone
2934 99 90;135790-89-5;[(2,2-dimethylpropanoyl)oxy]methyl (7R)-7-[(2Z)-2-(2-{(2S)-2-[(tert-butoxycarbonyl)amino]propanamido}-1,3-thiazol-4-yl)-2-(methoxyimino)acetamido]-3,4-didehydrocepham-4-carboxylate
2934 99 90;138564-59-7;5-methyl-2-(2-nitroanilino)thiophene-3-carbonitrile
2934 99 90;140128-37-6;diphenylmethyl (7R)-7-(2-{2-[(tert-butoxycarbonyl)amino]-1,3-thiazol-4-yl}-2-[(trityloxy)imino]acetamido)-3-({[(1H-1,2,3-triazol-4-yl)sulfanyl]methyl}sulfanyl)-3,4-didehydrocepham-4-carboxylate
2934 99 90;140841-32-3;6-[3-fluoro-5-(4-methoxytetrahydropyran-4-yl)phenoxymethyl]-1-methyl-2-quinolone
2934 99 90;143468-96-6;ethyl hydrogen (2-thienylmethyl)malonate
2934 99 90;147027-10-9;(1R,2S,5R)-menthyl (2R,5S)-5-(4-amino-2-oxo-1,2-dihydropyrimidin-1-yl)-1,3-oxathiolane-2-carboxylate
2934 99 90;147086-81-5;(4S,6S)-5,6-dihydro-6-methyl-4H-thieno[2,3-b]thiopyran-4-ol 7,7-dioxide
2934 99 90;147086-83-7;N-[(4S,6S)-6-methyl-7,7-dioxo-5,6-dihydro-4H-thieno[2,3-b]thiopyran-4-yl]acetamide
2934 99 90;147126-62-3;(1R,2S,5R)-menthyl (2R,5R)-5-hydroxy-1,3-oxathiolane-2-carboxylate
2934 99 90;152305-23-2;(S)-4-(4-aminobenzyl)oxazolidin-2-one
2934 99 90;155990-20-8;N-[(1-{[2-(diethylamino)ethyl]amino}-7-methoxy-9-oxo-9H-thioxanthen-4-yl)methyl]formamide
